pet_id,issue_date,listing_date,condition,color_type,length_m,height_cm,X1,X2,breed_category,pet_category
ANSL_56304,8/4/2016 0:00,12/17/2017 12:26,1,Tan,0.96,5.37,0,1,0,2
ANSL_75477,3/20/2003 0:00,4/10/2019 13:57,0,White,0.62,18.48,0,7,1,2
ANSL_59785,6/5/2018 0:00,9/2/2018 18:25,0,Black,0.12,34.4,7,1,1,1
ANSL_51913,10/27/2018 0:00,12/30/2018 9:10,2,Black,0.37,5.95,8,2,0,1
ANSL_58876,10/8/2016 0:00,11/6/2017 18:32,2,Black,0.96,18.21,0,7,0,2
ANSL_73420,1/27/2011 0:00,8/12/2016 18:13,0,Fawn,0.33,44.73,0,7,1,2
ANSL_68754,7/14/2017 0:00,8/13/2018 0:00,1,White,0.03,47.75,13,9,0,2
ANSL_56121,9/7/1998 0:00,3/6/2017 12:56,1,Orange Tabby,1,15,7,1,0,1
ANSL_50913,9/3/2010 0:00,9/29/2016 18:43,1,Tricolor,0.74,7.76,13,9,0,2
ANSL_55578,7/9/2016 0:00,12/28/2016 13:25,1,Black,0.44,46.09,13,9,0,1
ANSL_52004,6/19/2018 0:00,9/24/2018 11:08,2,Tan,0.33,14.11,13,9,0,2
ANSL_58525,8/16/2018 0:00,10/7/2018 18:47,2,Gray Tabby,0.15,45.87,13,9,1,1
ANSL_52107,12/3/2017 0:00,12/28/2018 12:29,0,White,0.57,49.08,13,9,1,2
ANSL_53211,9/27/2014 0:00,11/24/2016 14:02,1,White,0.55,7.07,0,7,0,2
ANSL_69079,5/26/2016 0:00,10/11/2016 16:27,1,Blue Point,0.95,48.02,13,9,0,1
ANSL_62186,9/21/2017 0:00,10/16/2018 18:53,2,Blue,0.09,25.34,17,9,1,1
ANSL_62207,1/28/2015 0:00,3/4/2019 17:06,1,White,0.24,17,0,1,0,2
ANSL_66329,1/30/2018 0:00,8/20/2018 17:23,,Black,0.43,45.49,15,4,2,4
ANSL_65906,10/21/2015 0:00,11/15/2016 19:09,0,Blue,0.41,12.67,0,1,1,1
ANSL_66317,12/31/2014 0:00,1/16/2019 15:00,1,Brown Brindle,0.18,9.09,7,1,0,2
ANSL_54963,1/9/2017 0:00,2/21/2017 11:36,2,Black,0.31,32.95,13,9,0,1
ANSL_59688,10/17/2018 0:00,3/31/2019 13:26,0,Blue,0.59,30.57,13,9,1,1
ANSL_59235,10/20/2017 0:00,11/20/2018 11:01,0,Tan,0.85,26.61,13,9,1,2
ANSL_71339,3/15/2018 0:00,6/7/2018 18:49,0,White,0.67,23.85,0,1,1,2
ANSL_64174,9/19/2016 0:00,10/11/2017 9:00,0,Calico Point,0.63,36.87,16,9,1,1
ANSL_61142,8/22/2018 0:00,2/19/2019 17:58,0,White,0.09,41.25,0,1,1,2
ANSL_59222,9/26/2015 0:00,5/21/2018 16:15,1,Blue,0.42,24.57,0,7,0,2
ANSL_62884,7/13/2018 0:00,9/16/2018 0:00,2,Brown Tabby,0.26,26.85,13,9,0,1
ANSL_65546,10/22/2017 0:00,11/16/2018 18:55,0,Tricolor,0.19,32.59,0,1,1,2
ANSL_53450,12/19/2016 0:00,6/12/2017 18:11,1,White,0.11,33.23,0,1,0,2
ANSL_54453,6/12/2016 0:00,7/3/2017 10:57,,Brown,0.58,47.68,15,4,2,4
ANSL_51964,11/16/2017 0:00,12/21/2018 16:44,1,Tricolor,0.77,6.25,0,1,0,2
ANSL_55267,5/31/2017 0:00,9/6/2017 16:48,0,Blue Tick,0.55,33.69,13,9,1,2
ANSL_57768,5/4/2017 0:00,5/24/2018 19:09,,Brown,0.15,34.23,15,4,2,4
ANSL_72309,3/2/2015 0:00,3/24/2017 19:30,1,Orange Tabby,0.02,5.29,16,9,0,1
ANSL_55235,6/29/2018 0:00,10/11/2018 19:39,1,Brown Tabby,0.66,48.3,7,1,0,1
ANSL_56744,10/17/2011 0:00,2/22/2018 19:05,0,Blue,0.41,7.48,0,1,1,2
ANSL_75667,3/14/2018 0:00,4/14/2019 18:05,2,Brown,0.24,25.41,0,1,1,2
ANSL_68847,12/24/2015 0:00,1/26/2019 19:20,0,Black,0.93,14.9,0,1,1,1
ANSL_55763,10/14/2015 0:00,2/4/2017 16:52,0,White,0.3,39.21,0,7,1,2
ANSL_63997,10/29/2017 0:00,2/2/2018 22:36,0,Tortie,0.03,17.08,0,1,1,1
ANSL_73832,8/2/2010 0:00,1/15/2018 18:48,0,Black,0.41,49.53,0,7,1,2
ANSL_57250,7/11/2015 0:00,7/31/2017 9:37,,Brown,0.64,24.94,0,3,2,4
ANSL_61531,9/17/2017 0:00,10/8/2017 11:34,,Black,0.77,28.77,13,9,2,1
ANSL_57111,3/21/2012 0:00,12/5/2016 8:59,0,White,0.4,37.73,7,1,1,2
ANSL_51216,6/22/2010 0:00,11/6/2018 14:31,1,Orange Tabby,0.42,32.15,0,7,0,1
ANSL_52652,7/21/2016 0:00,10/29/2016 17:35,0,Blue Tabby,0.86,15.19,0,1,1,1
ANSL_76003,3/29/2014 0:00,4/23/2019 15:20,1,Brown,0.76,38.53,13,9,0,2
ANSL_65237,3/8/2017 0:00,3/30/2019 17:05,1,Brown Tabby,0.96,27.15,17,9,0,1
ANSL_71213,11/11/2013 0:00,12/2/2017 13:03,1,Cream Tabby,0.58,49.56,18,4,0,1
ANSL_51208,9/12/2016 0:00,10/11/2017 11:48,2,White,0.65,31.52,0,7,1,2
ANSL_61586,6/13/2016 0:00,1/6/2018 8:53,2,Brown Tabby,0.02,20.71,16,9,1,1
ANSL_65588,3/29/2017 0:00,6/15/2017 17:11,0,Tan,0.92,18.17,7,1,1,2
ANSL_64031,11/26/2015 0:00,12/16/2017 17:39,0,Calico,0.15,25.6,0,7,1,1
ANSL_61574,7/30/2014 0:00,9/8/2018 16:59,0,Tan,0.07,46.16,0,1,1,2
ANSL_50764,7/19/2016 0:00,2/10/2017 17:48,1,Black,0.39,19.76,13,9,0,2
ANSL_61687,7/31/2006 0:00,3/19/2018 14:18,1,Brown Brindle,0.91,23.21,13,9,0,2
ANSL_63101,11/3/2011 0:00,11/24/2017 12:35,1,White,0.42,42.37,0,7,0,2
ANSL_66572,1/9/2017 0:00,2/14/2017 15:28,2,Calico,0.65,40.68,13,9,1,1
ANSL_64100,6/16/2017 0:00,9/25/2017 16:57,1,Tan,0.78,8.06,0,1,0,2
ANSL_63210,7/26/2016 0:00,10/4/2016 17:20,2,White,0.88,8.35,0,1,1,1
ANSL_67648,6/23/2006 0:00,7/16/2016 16:38,1,Black,0.41,8.73,0,7,0,2
ANSL_62245,8/1/2015 0:00,8/22/2017 10:29,,Black,0.54,49.91,15,4,2,4
ANSL_62379,7/10/2018 0:00,8/1/2018 14:44,2,White,0.82,12.81,13,9,0,1
ANSL_64122,8/6/2016 0:00,12/31/2016 15:32,2,Tricolor,0.92,29.94,13,9,1,2
ANSL_56594,8/29/2016 0:00,11/23/2016 17:48,0,White,0.09,43.83,0,1,1,2
ANSL_73989,1/10/2018 0:00,12/4/2018 8:44,0,Brown Brindle,0.82,27.39,7,1,1,2
ANSL_54714,8/29/2014 0:00,9/25/2016 15:38,0,Lynx Point,0.56,7.52,13,9,1,1
ANSL_51834,7/6/2018 0:00,11/11/2018 12:46,1,Tan,0.07,14.78,7,1,0,2
ANSL_50153,11/25/2017 0:00,3/19/2018 17:42,0,Calico,0.83,46.05,0,1,1,1
ANSL_51157,4/22/2015 0:00,9/5/2016 19:20,0,White,0.31,26.89,0,1,1,2
ANSL_67421,3/15/2018 0:00,10/7/2018 0:00,0,Black,0.35,29.73,17,9,1,1
ANSL_51174,10/16/2017 0:00,11/24/2017 19:02,2,Brown Tabby,0.38,17.57,13,9,1,1
ANSL_75144,2/7/2016 0:00,3/4/2018 8:47,1,Black,0.76,29.72,18,4,0,2
ANSL_72415,9/15/2008 0:00,10/9/2016 12:41,1,Black,0.48,22.92,13,9,0,2
ANSL_59025,8/31/2017 0:00,12/1/2017 15:51,1,Brown Tabby,0.95,24.41,0,1,0,1
ANSL_52196,5/8/2004 0:00,9/4/2016 14:20,1,Black,0.15,13.5,13,9,0,2
ANSL_60405,11/14/2016 0:00,12/15/2016 14:41,2,White,0.06,49.06,13,9,1,1
ANSL_50339,8/1/2014 0:00,8/30/2016 19:51,1,Yellow,0.33,22.01,0,7,0,2
ANSL_52121,12/2/2011 0:00,9/6/2018 12:53,0,Cream,0.87,44.3,0,1,1,2
ANSL_54822,10/17/2009 0:00,11/6/2017 18:14,2,Tan,0.41,32.98,0,7,1,2
ANSL_74868,8/11/2017 0:00,11/27/2017 17:49,0,Blue,0.82,17.14,0,1,1,2
ANSL_59274,5/28/2015 0:00,6/20/2017 18:31,0,White,0.94,34.59,0,7,1,2
ANSL_59923,12/12/2016 0:00,7/2/2017 17:53,,Brown,0.83,11.34,15,4,2,4
ANSL_72427,3/19/2016 0:00,4/8/2018 21:42,2,Sable,0.34,30.92,0,7,1,2
ANSL_58549,8/8/2008 0:00,9/5/2016 0:00,2,White,0.25,11.01,13,9,1,2
ANSL_51063,1/13/2006 0:00,2/9/2018 13:02,2,Blue Tabby,0.46,17.62,13,9,1,1
ANSL_52838,11/10/2017 0:00,1/31/2018 13:24,,Tan,0.61,34.71,18,4,2,2
ANSL_52114,4/11/2017 0:00,12/2/2017 10:47,,Black,0.95,20.46,11,4,2,4
ANSL_56151,2/2/2018 0:00,3/4/2018 11:34,2,Black,0.55,5.53,9,2,0,1
ANSL_54615,10/25/2005 0:00,11/22/2017 14:32,1,Brown Tabby,0.73,45.39,13,9,0,1
ANSL_57460,4/8/2010 0:00,1/5/2019 7:36,0,Brown,0.92,22.12,7,1,1,2
ANSL_66768,6/21/2016 0:00,3/8/2018 17:25,1,White,0.13,8.14,0,7,0,2
ANSL_71996,5/21/2015 0:00,12/22/2016 18:36,1,White,0.3,33.68,0,1,0,2
ANSL_61140,8/16/2016 0:00,10/29/2016 14:44,2,Blue,0.41,33.79,0,1,0,1
ANSL_74794,10/25/2013 0:00,11/19/2018 12:36,2,White,0.23,44.71,13,9,1,2
ANSL_63786,7/17/2018 0:00,12/7/2018 11:44,,Black,0.78,24.22,15,4,2,4
ANSL_69975,8/14/2016 0:00,9/26/2016 17:46,,Calico,0.01,24.38,13,9,2,1
ANSL_62768,10/15/2013 0:00,11/28/2016 15:15,1,White,0.99,10.33,0,1,0,2
ANSL_61652,2/8/2016 0:00,3/2/2018 9:00,2,Orange Tabby,0.74,34.7,16,9,1,1
ANSL_73859,5/7/2015 0:00,6/2/2017 16:03,0,Black,0.61,39.53,0,1,1,2
ANSL_52951,5/31/2016 0:00,8/18/2016 14:54,1,White,0.17,17.46,0,1,0,2
ANSL_70192,8/20/2018 0:00,1/17/2019 12:49,2,Brown,0.17,30.14,0,7,1,2
ANSL_68513,10/23/2016 0:00,1/17/2017 18:16,0,Black,0.6,14.42,0,1,1,2
ANSL_55794,7/25/2013 0:00,9/28/2016 12:07,2,Red,0.89,36.13,0,7,1,2
ANSL_70463,8/18/2016 0:00,9/12/2017 19:27,0,Orange Tabby,0.92,5.95,16,9,1,1
ANSL_65683,4/19/2017 0:00,9/9/2017 17:01,2,Orange Tabby,0.84,40.16,18,4,0,1
ANSL_59067,10/14/2013 0:00,11/3/2017 19:40,2,Black Tabby,0.49,7.23,18,4,0,1
ANSL_50806,7/17/2017 0:00,10/9/2017 17:17,0,Torbie,0.68,10.85,0,1,1,1
ANSL_63505,8/23/2010 0:00,9/14/2016 19:07,0,White,0.41,48.6,0,1,1,2
ANSL_62190,3/20/2018 0:00,6/23/2018 16:12,2,White,0.3,46.84,0,7,0,2
ANSL_63837,9/13/2018 0:00,10/6/2018 18:41,2,Black,0.41,17.66,13,9,0,1
ANSL_71402,2/28/2018 0:00,1/24/2019 12:51,2,Black,0.24,7.32,0,1,1,2
ANSL_66767,3/20/2014 0:00,4/14/2017 0:00,1,Tan,0.92,31.91,13,9,0,2
ANSL_70071,1/8/2016 0:00,2/3/2019 15:03,2,Black,0.77,26.92,17,9,1,1
ANSL_75980,3/28/2017 0:00,4/22/2019 18:02,1,Black,0.72,13.7,0,1,0,2
ANSL_63618,11/24/2012 0:00,2/25/2017 11:35,2,Brown,0.43,16.32,0,7,1,2
ANSL_61858,11/6/2017 0:00,2/22/2018 12:29,0,Black,0.39,33.33,7,1,1,1
ANSL_65421,11/20/2015 0:00,12/17/2016 15:16,0,Black,0.63,23.82,0,1,1,2
ANSL_68234,6/5/2012 0:00,6/30/2017 0:01,1,Blue Tabby,0.82,20.16,16,9,0,1
ANSL_50831,9/22/2015 0:00,10/13/2016 9:00,2,Brown Tabby,0.72,32.99,16,9,1,1
ANSL_71260,7/18/2014 0:00,8/18/2017 0:00,1,Tan,0.23,5.53,13,9,0,2
ANSL_57052,10/31/2016 0:00,9/17/2017 14:51,1,Orange Tabby,0.07,44.12,0,1,0,1
ANSL_68455,5/5/2018 0:00,8/12/2018 15:14,1,Black,0.3,7.85,0,1,0,1
ANSL_61671,2/11/2017 0:00,3/9/2018 17:36,0,Brown,0.99,28.54,0,1,1,2
ANSL_69185,11/17/2018 0:00,3/19/2019 14:08,0,Black,0.76,41.11,7,1,1,2
ANSL_59344,7/26/2014 0:00,8/16/2016 17:39,0,Black,0.87,32.49,0,7,1,2
ANSL_72586,3/20/2016 0:00,4/16/2018 9:12,0,Black,0.92,20.97,0,7,1,2
ANSL_58212,6/29/2016 0:00,7/19/2017 18:16,0,Blue Tabby,0.66,46.57,0,7,1,1
ANSL_61570,2/9/2008 0:00,4/19/2017 14:30,0,Black,0.85,13.23,0,1,1,1
ANSL_69540,12/16/2017 0:00,1/6/2019 7:45,,Brown,0.24,39.56,9,2,2,4
ANSL_73897,9/26/2016 0:00,11/7/2016 11:29,2,Brown Tabby,0.23,10.13,13,9,0,1
ANSL_64710,5/31/2016 0:00,10/25/2016 15:25,2,Black,0.71,19.65,13,9,0,2
ANSL_51098,4/2/2016 0:00,4/28/2017 18:27,1,Tricolor,0.13,7.04,0,1,0,2
ANSL_72236,8/6/2010 0:00,10/27/2016 14:49,1,Black,0.73,16.11,0,7,0,2
ANSL_64810,9/26/2016 0:00,10/17/2017 9:00,1,Black,0.28,48.67,16,9,0,1
ANSL_57734,10/9/2016 0:00,5/3/2017 18:16,0,Torbie,0.14,22.41,0,1,1,1
ANSL_72763,1/18/2016 0:00,3/10/2017 0:00,0,Brown Brindle,0.08,6.7,13,9,1,2
ANSL_61634,9/22/2011 0:00,8/20/2016 14:29,1,Gray,0.01,22,0,7,0,1
ANSL_58203,11/22/2016 0:00,9/16/2017 18:09,1,Tan,0.71,20.9,0,1,0,2
ANSL_74574,3/29/2011 0:00,5/7/2018 12:32,1,Black,0.28,25.26,0,7,0,1
ANSL_66609,7/11/2009 0:00,8/1/2017 14:25,2,Orange Tabby,0,5.43,13,9,0,1
ANSL_62070,8/9/2007 0:00,10/17/2018 14:12,0,Brown,0.04,47.01,0,7,1,2
ANSL_64842,12/6/2016 0:00,1/3/2018 17:10,0,Tan,0.29,29.62,0,1,1,2
ANSL_72405,2/17/2018 0:00,4/8/2018 8:18,,Brown,0.98,5.08,0,3,2,4
ANSL_55671,9/23/2015 0:00,11/13/2017 0:00,1,Brown Brindle,0.37,28.85,13,9,0,2
ANSL_51035,12/8/2018 0:00,2/19/2019 14:46,2,Orange Tabby,0.43,20.03,13,9,0,1
ANSL_55244,5/4/2016 0:00,6/19/2017 10:58,2,White,0.5,45.66,0,3,0,0
ANSL_68501,9/8/2018 0:00,11/22/2018 15:27,1,Black,0.89,15.77,7,1,0,1
ANSL_56824,4/3/2017 0:00,5/6/2018 13:09,1,Brown,0.35,22.41,13,9,0,2
ANSL_65670,5/15/2017 0:00,12/10/2017 13:33,0,Brown Brindle,0.88,35.83,0,1,1,2
ANSL_73421,4/15/2011 0:00,5/6/2018 11:42,1,Black,0.29,17.55,0,7,0,2
ANSL_60905,1/22/2015 0:00,2/13/2019 18:09,2,Black,0.41,46.4,0,7,0,2
ANSL_67074,3/4/2018 0:00,3/28/2018 12:34,2,Brown Brindle,0.42,8.94,13,9,0,2
ANSL_64383,3/22/2013 0:00,6/16/2018 17:28,2,Blue,0.29,9.23,0,7,0,2
ANSL_71366,7/17/2018 0:00,10/4/2018 12:05,2,Black,0.84,31.67,13,9,0,2
ANSL_53528,11/12/2018 0:00,1/21/2019 18:30,1,Chocolate,0.52,31.74,0,1,0,2
ANSL_62713,6/6/2016 0:00,7/3/2018 16:44,0,Black,0.22,20.05,13,9,1,1
ANSL_64172,8/11/2016 0:00,11/21/2017 16:20,0,White,0.37,45.3,0,1,1,2
ANSL_53151,4/3/2018 0:00,5/24/2018 17:43,2,Blue Tabby,0.18,35.65,13,9,0,1
ANSL_58852,7/15/2018 0:00,11/21/2018 13:32,2,Orange Tabby,0.38,36.99,13,9,1,1
ANSL_52757,1/24/2019 0:00,3/28/2019 18:00,,Tan,0.87,35.23,13,9,2,2
ANSL_50373,5/27/2009 0:00,6/30/2017 18:12,0,Black,0.95,35.82,0,1,1,2
ANSL_51761,9/17/2018 0:00,12/11/2018 14:37,2,Black,0.8,32.02,13,9,0,1
ANSL_56718,11/6/2017 0:00,12/31/2017 14:17,2,Cream Tabby,0.7,29.67,13,9,0,1
ANSL_52175,8/3/2017 0:00,1/2/2018 12:55,2,Chocolate,0.31,9.08,7,1,0,2
ANSL_51392,10/6/2017 0:00,1/1/2018 17:03,1,Blue Tabby,0.87,13.86,13,9,0,1
ANSL_73536,7/21/2014 0:00,8/18/2016 15:31,0,Black,0.05,31.37,0,7,1,2
ANSL_71293,11/20/2015 0:00,12/17/2017 22:23,1,Tan,0.31,10.38,0,1,0,2
ANSL_65995,11/28/2015 0:00,12/23/2016 18:56,0,Red,0.4,16.8,0,1,1,2
ANSL_50187,12/9/2017 0:00,2/5/2018 14:56,2,Blue,0.63,31.29,13,9,1,1
ANSL_72824,8/21/2017 0:00,11/10/2017 18:05,1,Black,0.26,22.89,0,1,0,2
ANSL_60078,8/8/2016 0:00,9/6/2018 15:15,0,Black,0.11,11.03,0,1,1,1
ANSL_60143,9/11/2017 0:00,2/3/2018 16:18,1,Orange Tabby,0.27,19.16,0,1,0,1
ANSL_56969,8/3/2013 0:00,8/24/2018 14:52,1,Yellow,0.74,12.45,0,7,0,2
ANSL_57634,1/6/2017 0:00,2/23/2017 15:27,2,Flame Point,0.67,32.37,13,9,1,1
ANSL_62147,10/15/2018 0:00,1/20/2019 15:19,2,Brown Tabby,0.44,18.97,0,1,1,1
ANSL_58607,9/8/2014 0:00,10/29/2016 13:29,2,Brown Brindle,0.36,46.79,13,9,0,2
ANSL_54247,8/7/2017 0:00,1/30/2018 8:54,2,Tan,0.67,38.03,13,9,0,2
ANSL_65579,9/8/2011 0:00,1/15/2018 18:51,1,Black,0.61,6.51,0,7,0,2
ANSL_75404,3/20/2009 0:00,4/8/2019 16:54,1,Black,0.99,42.2,0,7,0,1
ANSL_76039,3/29/2017 0:00,4/24/2019 13:04,2,Cream,0.54,7.15,0,1,1,2
ANSL_65699,7/5/2018 0:00,10/22/2018 17:35,0,Brown Tabby,0.33,16.15,0,1,1,1
ANSL_53920,12/4/2017 0:00,4/28/2018 18:18,0,Black,0.1,9.75,0,1,1,2
ANSL_50520,9/28/2014 0:00,11/11/2017 18:12,0,Blue,0.44,46.26,0,1,1,1
ANSL_75549,3/17/2019 0:00,4/12/2019 12:26,2,Black,0.36,37.53,13,9,1,1
ANSL_71579,3/5/2016 0:00,4/9/2017 12:46,2,Brown Tabby,0.44,31.83,18,4,0,1
ANSL_66208,1/17/2012 0:00,3/21/2017 19:12,0,Fawn,0.66,19.54,0,1,1,2
ANSL_50631,11/12/2017 0:00,12/5/2018 17:55,2,Blue,0.03,32.7,0,7,0,2
ANSL_69123,2/2/2016 0:00,8/27/2017 17:26,1,Sable,0.05,13.38,0,1,0,2
ANSL_70644,3/2/2017 0:00,4/28/2018 14:03,1,Cream Tabby,0.04,21.76,13,9,0,1
ANSL_59525,4/27/2014 0:00,11/3/2018 17:50,1,Tan,0.15,30.81,13,9,0,2
ANSL_52100,8/23/2017 0:00,9/15/2018 18:12,1,White,0.59,46.98,0,1,0,2
ANSL_59946,5/17/2014 0:00,3/16/2018 13:27,1,White,0.87,38.12,0,7,0,2
ANSL_52508,9/5/2016 0:00,10/1/2018 11:40,1,Gray,0.27,27.05,0,1,0,2
ANSL_62606,11/9/2010 0:00,1/27/2019 0:00,1,Black,0.87,35.37,13,9,0,1
ANSL_68677,7/16/2015 0:00,11/29/2018 17:52,1,White,0.47,33.5,0,1,0,2
ANSL_69675,6/10/2016 0:00,7/8/2018 0:00,0,White,0.92,47.17,13,9,1,2
ANSL_54936,6/13/2013 0:00,7/7/2017 15:44,1,Tricolor,0.86,33.82,0,7,0,2
ANSL_59755,9/24/2001 0:00,10/19/2016 18:23,2,Tan,0.25,39.5,13,9,0,2
ANSL_55982,2/2/2015 0:00,11/5/2016 14:22,1,Brown Brindle,0.69,13.98,0,7,0,2
ANSL_68714,10/28/2014 0:00,11/25/2018 11:46,0,Blue Merle,0.82,19.34,0,7,1,2
ANSL_66357,8/5/2014 0:00,8/28/2017 11:32,1,White,0.54,13.72,0,7,0,2
ANSL_71469,6/25/2014 0:00,7/21/2017 14:45,1,Yellow,0.17,48.89,0,1,0,2
ANSL_50766,5/4/2017 0:00,1/28/2018 15:06,2,White,0.82,33.66,13,9,1,2
ANSL_55595,10/5/2017 0:00,9/8/2018 12:04,1,Black,0.6,48.87,0,1,0,1
ANSL_62591,7/6/2017 0:00,1/1/2018 19:06,0,Brown Tabby,0.34,41.4,0,1,1,1
ANSL_56263,7/15/2018 0:00,1/23/2019 11:14,2,White,0.05,17.79,13,9,1,2
ANSL_67919,7/9/2017 0:00,8/15/2017 13:17,2,Tortie,0.87,43.19,13,9,1,1
ANSL_72842,11/17/2016 0:00,2/3/2017 18:34,0,Black,0.29,41.06,7,1,1,2
ANSL_64205,5/14/2015 0:00,8/4/2017 18:02,1,White,0.3,26.91,0,1,0,2
ANSL_62549,10/27/2016 0:00,1/28/2017 19:46,0,Orange Tabby,0.86,37.96,0,1,1,1
ANSL_73685,7/21/2017 0:00,12/16/2017 0:00,2,White,0.41,37.72,13,9,0,2
ANSL_76403,4/5/2015 0:00,5/2/2019 15:30,1,Black,0.08,44.72,0,8,0,1
ANSL_73089,10/1/2011 0:00,10/25/2018 17:33,2,Black,0.53,49.99,18,4,1,2
ANSL_58470,7/4/2017 0:00,10/19/2017 17:14,1,Orange Tabby,0.23,14.32,7,1,0,1
ANSL_62467,8/28/2015 0:00,9/19/2016 9:00,2,Brown Tabby,0.23,8.18,16,9,1,1
ANSL_56938,3/19/2018 0:00,12/17/2018 14:37,0,Black,0.51,33.1,0,1,1,2
ANSL_53091,6/4/2014 0:00,9/23/2016 18:29,1,Brown,0.67,25.42,7,1,0,2
ANSL_63078,9/27/2015 0:00,10/18/2017 9:00,1,Orange Tabby,0.4,26.51,16,9,0,1
ANSL_71542,7/8/2018 0:00,8/19/2018 18:27,,Black,0.4,22.26,0,7,2,2
ANSL_76382,4/4/2015 0:00,5/1/2019 18:45,1,Silver Tabby,0.67,35.83,0,1,0,1
ANSL_61016,11/1/2016 0:00,1/21/2017 14:07,2,Orange Tabby,0.16,23.54,13,9,0,1
ANSL_74502,6/17/2013 0:00,7/11/2017 16:19,1,Brown Tabby,0.25,39.31,16,9,0,1
ANSL_73876,6/5/2017 0:00,6/12/2018 17:35,1,Brown Tabby,0.14,18.41,0,1,0,1
ANSL_65663,1/21/2018 0:00,2/16/2019 18:42,0,Brown Brindle,0.18,49.91,0,1,1,2
ANSL_64135,8/4/2014 0:00,9/3/2016 12:54,0,Tricolor,0.94,20.43,0,1,1,2
ANSL_70799,6/21/2018 0:00,7/19/2018 15:45,2,Black,0.42,32.53,13,9,0,1
ANSL_72656,1/11/2017 0:00,10/8/2017 0:00,0,Sable,0.9,9.57,13,9,1,2
ANSL_65351,5/3/2017 0:00,5/23/2018 17:47,,Red,0.21,26.1,0,4,2,4
ANSL_51916,3/20/2018 0:00,6/5/2018 17:06,1,Tan,0.76,36.01,7,1,0,2
ANSL_50918,4/30/2018 0:00,10/24/2018 17:22,1,Black,0.4,43.05,0,1,0,2
ANSL_72801,5/9/2017 0:00,6/5/2018 18:17,1,Chocolate,0.53,18.66,0,1,0,2
ANSL_76428,4/6/2018 0:00,5/2/2019 18:39,0,Brown,0.98,44.34,0,1,1,2
ANSL_59010,9/5/2014 0:00,10/4/2016 18:13,0,Chocolate,0.5,27.39,0,1,1,2
ANSL_71965,11/29/2018 0:00,3/8/2019 11:42,0,Torbie,1,34.63,0,1,1,1
ANSL_69634,9/1/2016 0:00,11/22/2016 11:40,2,Black,0.14,28.4,13,9,0,2
ANSL_56388,12/19/2009 0:00,1/9/2017 16:18,0,Black,0.48,6.17,0,7,1,2
ANSL_62127,12/27/2017 0:00,7/17/2018 14:04,0,Black,0.36,28.98,0,7,1,2
ANSL_74494,11/6/2009 0:00,12/1/2017 14:56,2,Brown Tabby,0.94,44.18,13,9,0,1
ANSL_58594,8/26/2015 0:00,9/18/2017 15:10,2,White,0.71,19.44,13,9,0,2
ANSL_63616,8/5/2016 0:00,12/2/2016 16:17,0,Tortie,0.46,34.15,0,1,1,1
ANSL_54404,12/3/2017 0:00,4/27/2018 17:53,1,Black,0.52,45.52,0,1,0,1
ANSL_57101,2/24/2017 0:00,11/27/2017 0:00,1,Black,0.22,45.86,0,1,0,2
ANSL_58449,8/7/2014 0:00,9/6/2016 18:45,1,White,0.11,14.2,0,7,0,2
ANSL_52066,2/9/2013 0:00,3/20/2017 15:38,2,Black,0.11,42.33,1,4,0,2
ANSL_63842,5/18/2014 0:00,8/4/2016 17:39,1,White,0.66,28.64,0,1,0,2
ANSL_60887,10/6/2014 0:00,5/21/2018 11:45,1,Brown Tabby,0.68,39.66,0,7,0,1
ANSL_66755,3/23/2013 0:00,4/13/2018 18:47,0,Tan,0.36,10.24,0,1,1,2
ANSL_59043,12/30/2014 0:00,10/21/2016 19:04,0,Brown Brindle,0.26,26.8,0,1,1,2
ANSL_72865,1/25/2016 0:00,7/15/2017 12:02,0,Brown Tabby,0.53,46.98,13,9,1,1
ANSL_55139,6/21/2017 0:00,7/27/2018 18:42,0,Black,0.66,20.66,0,1,1,2
ANSL_72545,8/16/2016 0:00,11/10/2016 19:08,1,Black,0.91,27.18,0,1,0,2
ANSL_60351,11/22/2013 0:00,12/12/2018 14:02,2,Black,0.67,28.02,0,7,1,2
ANSL_52392,7/25/2016 0:00,12/19/2016 8:10,1,Brown Tabby,0.22,43.32,7,1,0,1
ANSL_74398,6/27/2015 0:00,7/18/2016 18:21,1,Red Tick,0.05,36.29,0,7,0,2
ANSL_52220,2/3/2015 0:00,8/24/2016 15:30,2,Black,0.76,47.24,0,7,0,2
ANSL_68235,8/23/2010 0:00,9/28/2016 18:23,0,White,0.75,12.11,13,9,1,2
ANSL_52897,10/5/2015 0:00,11/22/2017 12:27,0,Torbie,0.32,45.38,0,1,1,1
ANSL_54223,11/24/2016 0:00,12/22/2017 18:59,1,Tan,0.39,5.44,0,1,0,2
ANSL_53536,4/18/2016 0:00,7/28/2016 19:11,1,Brown,0.79,46.31,0,1,0,2
ANSL_75377,3/20/2018 0:00,4/7/2019 12:03,,Gray,0.89,27.76,11,4,2,4
ANSL_66312,2/18/2014 0:00,9/19/2016 17:23,1,Black,0.31,13.04,0,1,0,2
ANSL_60469,9/4/2016 0:00,10/13/2016 13:59,2,Black,0.9,40.39,13,9,1,1
ANSL_57054,9/29/2016 0:00,10/20/2018 11:28,1,White,0.96,49.33,0,7,0,2
ANSL_69112,7/16/2014 0:00,8/11/2018 12:32,0,Brown,0.41,44.83,0,1,1,2
